,tconst,nconst,primaryName
1745,tt8409924,nm0818776,Morgan Spillemaecker
1746,tt8421056,nm5142587,Claude Schmitz
1747,tt8500038,nm3344466,Maxime Matray
1748,tt8500038,nm2488934,Alexia Walther
1749,tt8506714,nm0050210,Jeanne Balibar
1750,tt8572922,nm0081179,Thomas Bidegain
1751,tt8599746,nm7082821,Ladislas Chollat
1752,tt8682932,nm0653367,Élise Otzenberger
1753,tt8792898,nm0001960,Romane Bohringer
1754,tt8792898,nm0714235,Philippe Rebbot
1755,tt8802706,nm0023703,Christophe Alévêque
1756,tt8802706,nm10030710,Beef
1757,tt8802706,nm10030712,Brigitte Busquet
1758,tt8802706,nm6788140,Rémi Cotta
1759,tt8802706,nm0220319,Jean-Claude Deret
1760,tt8802706,nm0239387,Charles Dubois
1761,tt8802706,nm0287177,Sophie Forte
1762,tt8802706,nm2196613,GiedRé
1763,tt8802706,nm6845264,Nadia Kozlowski Bourgade
1764,tt8802706,nm0545022,Phil Marboeuf
1765,tt8802706,nm9605419,Albert Meslay
1766,tt8802706,nm5040935,Miguel-Ange Sarmiento
1767,tt8881530,nm0359141,Amro Hamzawi
1768,tt8886032,nm10068479,Cyrille Droux
1769,tt8956156,nm1316194,Julien Weill
1770,tt8992390,nm0504267,Jalil Lespert
1771,tt9016296,nm0499448,Gilles Legrand
1772,tt9041234,nm1398405,Ronan Le Page
1773,tt9041586,nm1933734,Julie Manoukian
1774,tt9053344,nm2185894,Jean-Luc Ayach
1775,tt9066502,nm1927432,Judith Davis
1776,tt9120416,nm2563164,Josephine Mackerras
1777,tt9155512,nm1760751,François Descraques
1778,tt9172490,nm4874812,Benjamin Parent
1779,tt9209312,nm0540962,Mathias Malzieu
1780,tt9303508,nm7348359,Elena Kizilova
1781,tt9384150,nm2331413,Raphaël Balboni
1782,tt9384150,nm2327785,Méryl Fortunat-Rossi
1783,tt9384150,nm5940104,Pablo Munoz Gomez
1784,tt9384150,nm3621052,Ann Sirot
1785,tt9568486,nm0594856,Mathias Mlekuz
1786,tt9625632,nm5738822,Antoine de Bary
1787,tt9629114,nm9811731,Gaetan Liekens
1788,tt9629114,nm4467762,David Mutzenmacher
1789,tt9648886,nm9957570,Manele Labidi
1790,tt9679234,nm5581379,Bruno Mercier
1791,tt9719864,nm2916570,Rémi Chayé
1792,tt9894450,nm1315212,Bruno Merle
